,Unnamed: 0,Company_Name,Date_of_leak,Date_of_attack,Company_URL,Company_URL_2,True?,Country1,NumViews,,,Industry_Type,Manual Headquarter,Manual Industry Type,Data_Type,Notes
110,0,Paragon Software Lanka,1/6/2023,23/5/2023,www.paragonsoft.net,,FALSE,Sri Lanka,28862,,,,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.    ",why sri lanka out of nowhere
111,0,Black Cat Networks,26/5/2023,23/5/2023,www.blackcat-networks.de,,FALSE,Germany,28907,,,,,,"Private and personal confidential data, clients and employee documents, finance, taxes, and etc.   ",
112,0,Poly,31/5/2023,22/5/2023,www.poly.com,,FALSE," California, United States",28883,,,,,,"Private and personal confidential data, employee documents, SSNs, IDs, passports, budget, finance information and etc.     ","global communications company
budget was stolen?"
113,0,Royal Centre,31/5/2023,22/5/2023,www.royalcentre.com,,FALSE,Canada,28951,,,,,,"Private and personal confidential data, HR, finance, clients, employee information and etc.    ",
114,0,SOWITEC,25/5/2023,16/5/2023,www.sowitec.com,,FALSE,Germany,30199,,,,,,"Private and personal confidential data, employee documents, passports, budget, finance information and etc.    ",budget
115,0,Germany,26/5/2023,10/5/2023,www.gtai.de,,FALSE," Berlin, Germany",31689,,,,,,"Private and personal confidential data, employee documents, passports, budget, finance information and etc.    ","Germany Trade & Invest (GTAI)
economic promotion agency of Germany
Budget stolen"
116,0,JP Maguire & Associates,19/5/2023,10/5/2023,www.jpmaguire.com,,FALSE," Connecticut, United States",31226,,,,,,"Private and personal confidential data, backups, employee documents, passports, finance information.    ",backups
117,0,Sauerbruch Hutton,19/5/2023,10/5/2023,www.sauerbruchhutton.de,,FALSE," Berlin, Germany",31141,,,,,,"Private and personal confidential data, backups, employee documents, passports, budget, projects, finance information and etc.    ","backups, budget, projects
Description: International agency for architecture, urbanism and design"
118,0,KLC Network Services,18/5/2023,9/5/2023,www.klcnetworks.com,,FALSE," Virginia, United States",31494,,,,,,"Full dumps of all disks and storages, mail server. Profiles of employees, with all the information, permits, passing a polygraph for access to classified information, former places of work, positions, among them there are also employees with experience in the NSA TAO. Orders from agencies for software development,communication setup and maintenance. Source codes, classified information, firmware for communication devices and etc. For now partially published compressed 8gb. If there no reaction full dump will be uploaded.   ","Major company, which is a government contractor, fulfils orders from DoD, US Army, and other agencies. 

Description: KLC Started as an information technology and audio visual company and has since expanded its offerings to include Software Engineering, Digital Forensics, Cyber and Analytic Solutions. We have enjoyed many years of success and owed largely to a combination of highly-skilled and motivated staff, sensible business practices and maintaining positive lines of communications with our valued customers
In fact, this organization government contractor, fulfils orders from DoD, US Army and other Agencies"
119,0,Vocalcom,11/5/2023,3/5/2023,www.vocalcom.com,,FALSE,France,32644,,,,,,"Private and personal confidential data, finance, passports, clients data, technical information and etc.    ",technical information
120,0,Negma Business Solutions,11/5/2023,3/5/2023,www.negma.net,,FALSE,"  Texas, United States",32526,,,,,,"Private and personal confidential data, finance, taxes, passports, employee and clients documents.    ",
121,0,Commune de Saxon,12/5/2023,3/5/2023,www.saxon.ch,,FALSE," Saxon, Switzerland",32525,,,,,,"Private and personal confidential data, finance, hr, contracts, employee documents.    ",
122,0,Libra Virtua,11/5/2023,3/5/2023,www.libravirtua.hu,,FALSE,Hungary,32613,,,,,,"Private and personal confidential data, finance, hr, contracts, databases, clients documents and files.     ",databases
123,0,DGC,11/5/2023,3/5/2023,www.dgc.se,,FALSE,Sweden,33930,,,,,,"Private and personal confidential data, finance, taxes, clients and employee information.    ",
124,0,City of Lowell,11/5/2023,3/5/2023,www.lowellma.gov,,FALSE," Lowell, Massachusetts, United States",32501,,,,,,"Private and personal confidential data, finance, taxes, clients and employee information.     ",
125,0,Nova Group,11/5/2023,3/5/2023,www.novagroup.com.au,,FALSE,Australia,32485,,,,,,"Private and personal confidential data, passports, employee information, technical documentation.     ",technical documentation
126,0,"SIVSA, Coremain",11/5/2023,3/5/2023," www.sivsa.com, www.coremain.com",,FALSE,Spain,32360,,,,,,"Private and personal confidential data, employee and client information.     ",
127,0,UECC,2/5/2023,22/4/2023,www.uecc.com,,FALSE,Norway,34614,,,,,,"Private and personal confidential data, finance, contracts, employee information and etc.  Each of the archives can be used independently.   ",
128,0,Groupe Gambetta,2/5/2023,22/4/2023,www.groupegambetta.fr,,FALSE,France,34559,,,,,,"Private and personal confidential data, finance, contracts, clients and employee information.    ",
129,0,Structab AB (MegTax),28/4/2023,18/4/2023,structab.se,,FALSE,Sweden,35375,,,,,,"Private and personal confidential data, projects, finance, tax, employee information and etc.    ",
